b22659b9.e12c.4725.a7db.a833de_D1_D2.Unshared.Log.Ratio	X3fbf076a.824b.4eac.b6dc.bf5e59_D2.Unshared.Log.Ratio	X2b73e01c.347a.4dae.a71d.752aeb_D2.Unshared.Log.Ratio	X340a3769.3031.41ae.bb08.a2f696_D2.Unshared.Log.Ratio	X994f9b8e.46cb.413f.8ec8.2c2fed_D2.Unshared.Log.Ratio	X3e746bea.ed68.40e6.b348.6ddf08_D2.Unshared.Log.Ratio	X0745488e.0bfb.4d1f.8228.dedf76_D1_D2.Unshared.Log.Ratio	X8ed739dd.ae0f.4881.971a.db3cf4_D1_D2.Unshared.Log.Ratio	X21efd60f.6a31.4b98.9477.16a905_D2.Unshared.Log.Ratio	X092af714.b97a.457c.b0e9.8c20e8_D2.Unshared.Log.Ratio	b9c1f22e.61f7.45ed.b3b4.5094c7_D2.Unshared.Log.Ratio	X685ec3c2.e67a.40d3.9eb3.aa01c9_D1_D2.Unshared.Log.Ratio	X31c15e30.21d4.4843.bd4a.9cd0d8_D2.Unshared.Log.Ratio	X1abbcb28.f221.4cd4.8c01.37b9bb_D1_D2.Unshared.Log.Ratio	X61f76fe6.a1c6.41b8.bdc2.2f9209_D2.Unshared.Log.Ratio	X1db5574d.aca7.403c.8100.6e705f_D2.Unshared.Log.Ratio	X6e209757.a7f4.45af.b5f3.2ebc02_D2.Unshared.Log.Ratio	X1556af7e.c2ae.4fce.9aae.87c459_D1_D2.Unshared.Log.Ratio	X7edfd606.4bee.4529.9fec.1ca7f0_D2.Unshared.Log.Ratio
ECM2	0.462899611496622	0.774967519577937	1.07969680415664	0.750271728177904	-0.319780166124424	0.632894334064172	0.0474253674844321	0.273557307764318	0.348578690389928	1.88004102890466	0.409996786213639	1.1393678264205	1.23578268281848	-0.226122861300218	-0.0860813758020784	0.256140613650197	0.29582145553973	1.01520425047141	1.03422377769068
ECPAS	0.473144038589251	-0.472624239819017	-0.313167649491801	-0.855026187292287	-0.349319973873021	-0.308600733252642	0.738002678829745	-0.427994003453849	0.246859499303608	-0.684198823943733	-0.399382130385822	-0.616631109327615	-0.116260264445606	-1.09288473445857	-0.942097696484442	0.64036836632867	0.232930627703663	-0.350201943840111	-0.456246198013051
ECSIT	0.169517857570677	1.03618430759173	0.500929629134412	0.906900984544108	0.328716350286415	0.420235208614313	2.32196706653512	0.37006315987956	0.526651361753022	-0.0235409252951346	0.147349834695946	0.552396972031837	0.793131430850109	0.762051427427072	0.627363195873488	0.538148303508861	0.848526445582727	0.434008476912529	0.843430870091929
ECT2	0.204364682098259	1.07391424196669	-0.604756323281178	-1.06734659733634	-0.51494585707817	1.06950522310311	0.2972896268012	0.582730182857781	0.441365842114143	0.198354272219763	-1.12804282608359	-0.368146294573676	1.1419417634491	0.475056521676078	0.195924123465774	0.179588336181318	0.514004009452504	1.11554176542908	0.568531293258787
EDC3	0.379110833607339	0.188229880587502	0.319174435944283	0.0393328630723099	0.11814620748451	-0.0623264370456404	0.411256144644815	-0.403450106597039	0.415196492630313	-0.807188193462119	-0.360792601914968	-0.809472790323333	-0.379764507510668	0.114499070202784	0.043059467970956	-0.234883933396856	-0.156572173786657	-0.0678032774113107	-0.194508539214779
EDC4	0.402824778149611	-0.0931248305959427	0.154203462949184	0.190779268578083	0.326190109093466	0.235517708410707	0.239055189459928	0.0368592251622103	0.00544505781233953	0.0424075559550303	0.415060539793641	-0.0163026537665568	0.0885817345372814	-0.0978257844141091	-0.0886591736097904	0.295605121854533	0.331864635570861	-0.14479368600166	0.0582648472766379
EDEM3	1.01810489137161	-0.680632120186175	-0.519492603584744	-1.20286576571372	-0.559813729826339	-0.835064882876676	-0.127668462822981	-0.331154947112054	0.158128366310763	-0.485420733273458	-0.840783507749026	-0.0585471135791304	-1.70272613777796	-0.226289485555283	-0.362406015552988	0.101801516301731	0.543413276557389	-0.0591461405649711	-0.657062862858037
EDF1	-0.984116626551431	-0.941916809806056	-0.0540048326580381	0.243344752875045	-0.373952695617276	-0.096734345900044	-0.153570984622361	-0.542803485245882	-1.16105891204608	-0.155025701717016	-0.958097235644597	-0.379193073359446	-0.0711468784055463	-0.8769063965496	-0.169729408750023	-0.684257201583463	-0.173798063037766	-0.287550376425718	-0.805441036436275
EDIL3	0.0877831795068725	-0.684044859925446	0.793884123091629	1.04111966871617	0.990660143262106	0.182245537497906	0.422481268415457	0.83653314838682	0.818425862563217	0.480326668249397	0.466672247978011	0.819252616265347	0.264272903262575	0.677686523906025	0.51162117975444	0.558396831963725	0.889898408357133	-0.0581369039010497	0.822788802355665
EDRF1	0.34304295523347	0.124631035404567	0.480685474805991	-0.119648452062242	0.236168088761653	2.32534023627283	2.01701239363635	0.0382274652110203	0.459137349431166	0.983484724870751	0.368892226225194	-0.267832688912645	0.697333749686734	0.127791746606924	0.150140557965599	0.186297705033084	0.269897156158461	0.226216726482226	-0.0281208787308289
EEA1	-0.456320897658747	0.115267879694871	0.041051591584584	0.20595956610747	-0.0893128411667955	-0.125589415248694	-0.352272210575437	-0.582003975808319	-0.129955393386391	0.414942695721104	-0.431006533372203	0.253315398481466	0.11460509053901	0.0665289140192483	0.084170117735264	-0.0717805803455333	-0.155993348292829	0.0792133350779855	-0.157111325109759
EED	0.403099608660202	-2.59188593897886	-1.21857873598386	-0.685759552733956	-0.300571111264976	-2.26181676461977	-0.363339495075884	0.290364497476144	0.312538639553593	-0.490732757038138	-0.59941231618682	-0.344417608636014	-0.229243459621551	0.0836837018974615	-0.461150353707033	0.236199532796784	-0.23926777200105	-1.03356660855254	-0.791765484126083
EEF1A1	-0.180715941935421	-0.483895260423265	-0.441522840220704	-0.232695912690288	-0.268920860147593	-0.367793384890524	-0.477603116198058	-0.641381125232406	-0.515675543169225	-0.547729024035209	-0.276697973218862	-0.32246538948834	-0.286014266792699	-0.407252199545461	-0.0641179270927281	-0.0495696079279207	-0.589696088757119	-0.334118255455076	-0.205623727544537
EEF1A2	-0.503528867707939	-0.312934731294849	-0.193842842464483	-0.0545153606753433	-0.698846576208281	-1.04955166827224	4.14409336638635	-0.379884894229179	-0.371113229072623	0.0864794802949022	0.494440769849771	-0.228262683005194	0.729161234243076	0.483462060460589	-0.126040820645345	-0.0891288942951377	-0.820817601914153	-0.396921974244275	-1.36337923733412
EEF1AKMT4	-0.415662877242996	-1.07650379765543	-0.672096245018725	-1.11560116000286	-0.344784788829113	-1.10768136277341	0.629068108818366	-0.669358287149889	-0.173730824410998	-0.804655338293966	-0.753297590050371	-0.240842639948238	-3.76314453270904	0.0429789063093246	-0.41103484205003	-0.73415250162577	0.131068646986451	-1.18165756796063	0.0574949637750136
EEF1B2	-0.0968003704379295	-0.0509215459759497	-0.338448722499534	0.410262201269936	-0.15818526073472	-0.013530863276043	0.142161248316973	-0.348742748449192	-0.221030017951466	0.286969373271847	0.264266137002017	-0.21345589235452	0.0822635880513423	-0.808777113045439	-0.246194333585508	-0.388131279929724	-0.474367773660826	0.213344103844619	-0.385373498053219
EEF1D	-0.601132518927298	0.676039052558304	0.356299493976184	0.543016695586162	-0.161837762525308	1.16970177140703	-0.334384368334473	0.29150343699884	-0.381778064529693	0.431498389255492	0.061849468691446	0.0766709271581737	0.534046808170389	-0.177643732718703	-0.0684285056257644	-0.427282817652835	-0.442184212744147	0.43291184798034	-0.544892444192326
EEF1E1	-0.106298854289531	-0.534048415252857	-0.701394105992234	-0.124982092603098	-0.678837266856323	-0.309942567807846	-0.327494833026794	-0.380247378811345	-0.290629771292492	-0.560157434395093	-0.349002691675862	-1.18338829538911	0.00232427700949546	-0.268311286438179	-0.178690242522254	-2.76320323682119	-0.552018017201004	-0.77600956454177	-0.529974235361594
EEF1G	-0.100090734401551	-0.777975712771703	-1.69178383883278	-0.863838209023246	-0.641441671648757	0.242215479191698	-0.34705633335773	-0.61710789163482	-0.743851464063206	-0.491088178692512	-0.462088080772094	-1.59941556978651	-0.405039317007434	-0.461669757802184	-0.531004634856473	-0.890435217981325	-0.327782115171116	-0.639088194964965	-0.364441434345467
EEF2	-0.264591836186614	-0.294672691086054	-0.430994330725996	-0.613883155818393	-0.521159339399023	-0.767895962470678	-0.19354570518296	-0.595897866995345	-0.359532742987543	-0.470624960251245	-0.28562300218176	-0.581606107767297	-0.337801161540359	-0.667059172309182	-0.196011193523338	-0.198378480241682	-0.444297250771832	-0.328404051551231	-0.474761191433306
EEF2K	0.974435252803763	0.545688736142965	0.177031010585581	0.31089853805991	0.309631035491525	0.0800505496228998	0.871418269709749	0.379965651346543	0.925707520070496	0.083043341227238	0.338444489612204	0.0470746884382622	-0.0985920133941406	0.707469002405747	0.106851022405969	0.49246670126268	-0.288113964416141	-0.87637300684107	0.501589167695793
EEFSEC	-0.079509294656097	0.00776954569785552	0.0191274335331515	-0.396610106346652	0.0786464231864781	-0.616788200676815	0.3564594874032	-0.339887403916485	0.135098159935799	-0.388978199397836	0.240313401165613	-0.438801314557289	-0.441377413251559	-0.356810385489945	0.10711374971588	-0.217282839822273	-0.358745646707334	0.142408836212107	-0.447763897372979
EEPD1	-0.354982028712941	-0.508157689387254	-1.16334133813557	-0.814646001599655	-0.465408314967469	-1.10758648396247	0.248817287887646	-0.686719508332312	0.140200875456001	-0.200865585383115	-0.791207031469093	-0.831457492107522	-1.56869975394268	-0.0631490271123272	-1.00552107315811	-0.706916144771667	-0.837909002095385	-0.578280883034194	-0.80881502977365
EFCAB14	1.15276265257301	-0.830669957094931	0.327328689502925	0.203672135707878	-0.0742239752145456	0.486908959107848	0.48734748972519	-0.224051012851481	0.174065080583158	1.00537539382552	0.176219372932496	0.427720264390928	0.222891475575979	1.11490935192764	0.399637504883451	0.616042746852499	0.853588573976651	0.042085971892459	-0.654471912600364
EFCAB7	0.8813723524093	0.222369126489253	0.812385186101306	0.150380572278046	0.86222828979215	0.0942484182745039	1.70068810935641	0.324407117028152	1.74790747658737	0.549209028799495	0.472717917355602	1.31453352831038	0.203510086374051	1.0924589344201	0.302853257836563	1.52749440872709	0.628539105399136	0.0460441748585043	1.01989769800338
EFEMP1	0.260454147901574	0.623195594775076	0.873562678124079	0.514532231065317	0.571985826379038	0.54635991185137	-0.13276135684806	0.468735153766494	0.0205372905604069	0.849169633787349	0.513532465836831	0.79439636101168	0.504697636077432	0.654489554660126	1.18062096654248	-0.0481505670712303	0.648413952183308	0.636286346955985	0.164632941317329
EFEMP2	-0.0880656766726557	0.791693635227274	-0.128972313932031	-0.201380142010353	0.286623687379668	0.508689695415761	-0.403794666369249	0.466163535094822	0.3282484482859	0.681604333670893	0.140226991111078	-0.00285865637433672	0.211582096705005	0.179931225370002	0.518977110055653	-0.361193383763047	-0.0421559187885982	0.626219750455432	0.351108864438356
EFHD1	0.356497733714211	-0.542153285819786	1.36579739674509	1.55707716119788	0.550118500242294	-0.201349630828807	0.475534751906686	-0.103180509862594	1.11878625981323	1.23578879437372	0.194525438292876	-0.0212488239679937	0.668279081154088	0.372334032652734	1.12577720630675	0.413569286514358	0.698754321517683	0.0690232977618531	1.53414934224583
EFHD2	-1.25977801458616	0.685344312380769	-1.15401911800602	-0.357759755508925	-1.170819435296	-0.370448093624802	-0.969399247985385	-0.0400222721583165	0.329761362039086	-0.82628402419115	-0.405031207915226	-1.10169348551604	-1.19624425707374	-1.11133750124505	-0.747190234227802	-1.37515414630948	-1.15949195257768	0.808926653887561	0.071498760228615
EFL1	0.381668327247944	-0.238515663301298	-0.255050429277972	-0.693587023535161	-0.419624572950848	-0.10871305248342	0.190536063076446	-0.0149531964051285	0.301147471542545	-0.605718050704197	-0.550879026691835	-0.143689576790255	-0.388913590732131	-0.233568899818483	-0.505455772401582	0.0371083570185886	0.273321679145872	-0.463884183431593	-0.27138684262817
EFNA1	-0.352184041953382	1.04541817326757	-0.487610233754774	-0.396524224445598	0.487673232123664	1.52563900424795	-0.577032679283122	0.13416427654081	0.584747353294588	2.10686725885823	-0.46775775800495	-0.615785360639107	1.57527677854242	-0.304831102581543	-0.22081149060631	-0.260062773705183	-0.157702971386824	0.940429730565521	-0.613797000776893
EFNB1	-0.293755811652774	-0.646310227557548	-0.54655240839354	0.155609558106253	-0.427429245997956	0.98423977373618	-0.834319759777001	0.0536725460466976	-0.8288847690762	0.514290185228739	0.126039907543196	-0.0561687623471191	0.7876901420576	0.104624346446445	0.218101325681885	-0.899609248942364	-0.18028242574488	-0.564510301718624	-0.483956141947281
EFNB2	-0.189882770559118	-0.454491347645372	-0.247516679956346	-1.09231248931607	-0.323163794847681	1.03153114698369	-0.677802478323835	-0.392823362438624	-0.0554871346002472	-1.13623809807478	-0.935740719994945	-0.119748797678959	0.0658977596619771	-0.0900324114917581	-0.336172765540662	0.356022575954346	0.468987371948234	0.0387983716284713	0.142287168416687
EFNB3	-0.334611485277208	0.394776742680283	0.618342975174877	0.69606790399933	0.543648970420736	0.85949505041005	0.317673760408465	0.714812936378362	-0.15694007503811	0.138182090811278	0.330659951895013	0.630381000675655	1.14830446514328	0.640194397372657	0.578904500421276	0.993762783764899	-0.386144405533406	0.764168542651937	0.797890841126305
EFR3A	0.516739884179138	-0.228056806992667	0.0932845091773871	-0.311268379942006	-0.0442920151686035	-0.314686500170181	0.807646531189127	-0.489106171891691	0.342426406823638	-0.284327525804854	0.434381640674422	-0.216988028089927	-0.294096002417266	-1.30045904146728	0.817886473178928	0.345801655931684	0.278412113807101	-0.0756753819927853	0.35082364500265
EFTUD2	-0.093710861561155	-0.616707576708008	-0.468663013942565	-0.369139779236431	-0.170507514274733	-0.580039587140368	-0.0782259075172716	-0.172393190014129	-0.243374320622917	-0.110199948937921	-0.158418566125608	-0.493382933685426	-0.352224142593621	-0.212955822623364	-0.242966517119546	-0.284397477590239	-0.259381279994049	-0.185280719763204	-0.44218039396685
EGFLAM	0.278597324086098	1.34706845190529	0.300308368590338	0.548755542045393	1.01763510461564	0.723475895064361	0.376689691724757	1.31132651202766	0.944145618952844	0.591601609702501	0.840800786586091	0.342324782836147	0.450828635307935	1.59735748135837	0.279532938909984	0.76198536601484	0.621138461347156	0.824927374990386	0.350343146120601
EGFR	0.260962433271829	0.816729346980498	0.694389769500147	0.230595871873606	-0.195870836325066	1.15519043681179	-0.441595917749068	-0.0113014267569675	0.282552640918909	0.286224298938308	0.592175652433037	0.047796535537119	0.308128173116791	0.116779178242754	0.623037424561862	0.412084175364109	0.354803631167358	0.920372878984585	0.590923526132126
EGLN1	0.445464811391758	0.224558552571275	0.185082341750254	-0.045303497528485	0.544088029579537	0.811165776497566	0.511394360200353	0.510514107591291	-0.0627132075103508	-0.239224479676674	0.0967526805054028	0.15213063267773	-0.114956799714902	-0.886995296193441	-0.536554143303827	0.19262155361257	0.404000228837047	0.504405924659281	-0.258099069383029
EGR1	0.634410744957454	0.623959949051823	0.760048076284349	1.12109455240143	0.886722910612034	-1.58573007900805	0.578680260177428	0.708066264372361	-0.0635933340948062	2.2084722106077	2.18167032932159	1.2964403661406	0.548783872754505	0.894259971095454	3.30656066067881	-0.405077711126094	0.647706107116096	1.73129648164023	-1.45764886264308
EHBP1	-0.436895693685121	0.461198006305541	-0.133955836200515	0.72437404285472	-0.28609005995699	0.487946027904344	-0.590135123868468	0.744625774437655	0.696325167853306	0.433975192778034	-0.0645793288516551	0.115739154038316	0.880201547621567	0.931979595718527	0.541942570129737	0.458219869520449	0.103511422548784	0.482472749287038	0.32661776404621
EHBP1L1	0.341880845741074	1.2197537219145	0.538468739396791	0.69606859180581	0.417516541469395	1.17177049150568	0.914237666050012	0.806750913163499	0.57286736009796	1.00919949975965	0.844600195730804	0.579904553813249	1.07982368292942	0.548350729249198	1.03306453672298	0.859382703340019	0.66521307773729	0.667929433267874	1.13406748072995
EHD1	0.422571542405275	-0.202706904942705	1.57890774213905	1.14406092540342	1.1743703503802	-0.225961479470153	0.382904000047214	-0.0589150730181772	0.789577153547401	0.164402968927505	0.813762607872045	0.581380289724325	0.00456492232019257	0.516336766501005	1.2595891132471	0.965826615609645	1.14884941720677	0.200164239745343	1.22171200350224
EHD2	0.100800061555624	0.312050993269439	1.30922237365675	1.0896457509605	1.07720351910923	0.526012711451767	-0.227757553870241	2.16115396307082	1.24197787200488	1.28822677428366	1.23653256480592	1.17781716155266	0.262243868464066	1.65454718549263	1.3339693285294	1.64431323200058	1.07420867593327	1.14117061346975	1.34926681160114
EHD3	0.333773758676532	0.0583903871943299	0.348202003206676	0.426513492896888	0.113264319080674	-0.379253489350895	-0.354418351625896	-0.200615933636959	-0.386544807610162	-0.371355468367125	0.0662977315790355	-0.605595425679531	-0.422459734053282	0.612301591830884	1.02157598744376	0.700547686107364	0.511067222345333	0.502747340040386	0.121939260742719
EHD4	0.811155632792494	0.111883238602115	0.292711683119624	0.821467589157759	0.157188722412134	-0.587015419336188	0.517239778544757	0.325645713612684	0.824713844264651	-0.4731755739532	1.03160904662024	0.500988739519884	0.153525613036733	0.0705141854888557	0.473942661670262	0.886122340085015	-0.0231009799156984	-0.0164115151702783	-0.0246320526095649
EHHADH	-0.169850968440074	-0.49888937412281	-0.0202809797342577	-0.59578842873854	-0.30417338236346	-0.235112232719623	0.377185122652046	-0.175388137598498	0.0303201384979851	-1.10678628080871	-0.196012124361328	0.82353431318435	-0.525929053798298	0.0917302097392729	-0.392751540349659	-0.177604113563963	-0.455767050832673	-0.816262915186559	-0.327936197027541
EHMT1	-0.406581071954212	-0.0867730823067762	-0.0797263925865196	-0.303868121541732	0.511925910801738	-0.876135355809739	0.24598008529336	-0.306300775707329	0.131219453912978	-0.234491173111696	-0.278652888475482	0.0788922598306691	0.18986724793622	0.0635773233964365	-0.0534133880773737	-0.0651429924193658	-0.075758923642979	-0.138340688803704	0.368814745649696
EHMT2	0.450668698438587	0.270393058755179	-0.0595617959064739	0.250711821264519	0.109062518259127	0.643644790186165	-0.189816752960892	0.336084678692007	0.161648089948519	0.0414727686219423	-0.0519097886102086	0.453269198901021	0.0191689434232259	0.234982463525631	0.276380286923411	0.257281090884973	0.390901694130814	-0.0483977506267434	-0.126717054319332
EIF1	-0.809358693505208	-0.464685891513312	0.507203009196604	0.408089094111873	0.400027782049101	0.316627943055817	0.578752569138736	-0.358187480192602	-0.175374767027409	0.443545459442648	0.283252989082096	0.363752599769167	-0.385830025543603	0.221645899416626	-0.0575164480103858	0.13141986111212	-1.12243644060702	0.00697931047566328	-0.604704210472154
EIF1AD	-0.0922841058830811	-0.0683742682076401	-0.298294086906088	0.19784831115543	0.176465206699514	-0.873542416836427	0.217058279472825	0.734718502341524	-0.0163093576656806	0.395937235139206	0.450281314326511	-0.876952085772195	0.883126138991971	-0.269835375777191	-0.818619750397745	-0.0258132357334528	-0.12069734214277	-0.00816419788676919	0.261491907823443
EIF1AX	0.0651826795300205	0.633052983837105	0.113576980388344	0.4637867491094	-0.738170392113004	-0.135305128507435	-0.403357910939706	0.287024025748567	0.239936581287778	0.221105358352432	0.0503010910248222	-0.355873738127867	-0.176604414111	-1.1701542631786	0.188605496462431	-0.0341481547414915	0.330630064211105	0.614785316508303	-0.187452430934149
EIF2A	-0.0782781874902182	0.187851184680611	-0.160517357910651	-0.440930877323064	-0.822455880232301	0.0754610306374332	-0.025185584785925	-0.211622372855091	-0.109610746106913	-0.358748119979307	-0.389013466946099	0.0286598709636715	0.0294706714970473	-0.832347699043168	-0.460697090171954	-0.0910590987317046	0.114625041362131	0.129882088185904	-0.144563918389474
EIF2AK2	-0.457839087435078	-0.810268661616803	-0.410088867924015	-0.0998081199472434	-0.36038823865069	-0.12507486168812	-0.183600054712134	-0.29615690875018	-0.520156521297284	-0.0943762183396896	-0.447285874636968	0.103006315741725	-0.425793365910177	-0.0963934447368258	-0.140261951083338	-0.139133108802636	-0.452725967807311	-0.202078334851773	-0.47606462244641
EIF2AK4	0.0764511540390743	-0.412995417884883	-0.0814119109512068	0.538658228578113	-0.00616258824290857	-0.640684682811937	0.476770833156663	-0.347852119777792	-0.132028140142438	-0.0481944552588004	0.284927545551068	-0.312821352835636	0.585345720902431	0.341592875271908	0.253368362206972	0.801896323577204	-1.3028130853796	-0.559765401271963	0.235355413826623
EIF2B1	-1.05755581229405	-0.724411901607741	-1.34989596856946	-1.31075829407032	-0.659415333034105	-2.34072878834285	0.330807920023708	-0.977006204580809	-0.899369508858561	-0.636677463384536	-1.03562111979759	-1.47499792654273	-0.534240510291286	-0.422321362003113	0.0937312194159988	-1.50022951138247	-0.935750524089081	-0.426557363935789	-0.235352135973461
EIF2B2	0.493738641275137	0.201377528980633	-0.120604024461067	-0.00833634907839382	-0.785665624004399	0.512340610452564	-1.22836934973822	-0.527175219722024	0.0247524331548796	-0.300371983411956	0.122591458487167	-0.542236489446307	0.126570487130392	-0.318556103881584	-0.656092363266206	0.00216003297160557	0.272191717580018	-0.0686475258093954	-0.016424095250214
EIF2B3	0.31266944939751	0.0244088329125719	-0.19606936321036	-0.299601321442199	-0.568077865426633	-0.625370363508209	-0.0593692934126289	-0.20516239884976	-0.228904511790735	-0.554782465328638	-0.0355258698748078	-0.667572596577128	-0.236993628949508	-0.0620953481446265	-0.335500161805082	-0.399185622748925	0.0299523588513767	-0.250435274220479	-0.628191792588951
EIF2B4	0.40033039142903	-0.430337168232173	-0.0518996730859034	-0.698442424540274	-0.642850532677442	-0.658403119956292	-0.533717753196007	-0.849125927763798	-0.268846581629763	-0.954104018355953	-0.790822062689394	-0.0585001375526182	-0.807311428004263	-0.280983615570101	-0.672040935293459	-0.374018279444472	-0.121400000207424	-0.407376819450157	-0.194089893856424
EIF2B5	-0.192944387821731	-0.88825395400982	-0.200179838164713	-0.962821979064422	0.352158737695362	0.147287362924745	-0.0588177777834921	0.450535426473055	-0.941566607959032	-0.693400040095071	0.33693550093695	-0.00862996921046056	0.393709380558206	-0.00843607924573571	-0.208958856579812	-0.440245888139256	-0.458855886925899	-0.928103726345359	-0.617175122477986
EIF2D	-0.355894325133878	0.149852503418725	0.0869548027320251	0.631712825621192	-0.376152563596801	0.438196370591196	-0.0702551694490204	-0.0456061752092144	-0.46732971031837	0.539430467390305	-0.0159282897500669	0.0156218265504488	-0.350358454605775	0.698118159630116	0.429596219021771	0.318759632660134	-0.648399953425631	0.109726384214382	-0.0865047859321963
EIF2S1	-0.0110913125641039	-0.853560547533751	0.118565116898054	-0.408804283288501	0.0379657071858107	-0.269143230083625	-0.26995530060252	-0.479075121241945	-0.223040750955534	-0.443877544197343	0.032275421380201	0.0332736787848538	-0.616424392180688	-0.313596153855458	-0.553503081040405	-0.211142310776446	-0.177922460042073	-0.714728880128997	-0.0856499009755495
EIF2S2	0.0636279387459915	0.221199345146023	-0.0851581030518603	0.03783577491855	0.0850083438203928	0.0336934969676415	0.104178251816591	-0.174077606604937	0.10294120356623	-0.0315682420312858	0.14030804210491	0.284105201375907	0.206040771487152	0.16517930285938	0.0931550984751261	0.282442162859956	-0.0445803360956802	0.270601200830464	-0.271253652188261
EIF2S3	-0.226221432070985	-0.691845560896417	-0.177731128060566	-0.535548171772264	-0.032184621024036	-0.744529880747455	-0.316578085566789	-0.0165585256101674	-0.0940369348475976	-0.382356389434769	-0.165884360650147	0.0423150453761853	-0.306378395846569	-0.769250662082719	-0.546952202864091	-0.307586820721913	-0.130773424976205	-0.656407111110269	-0.0225744179903278
EIF3A	-0.392704377444552	-0.229825060864202	-0.269597914787154	-0.175806577925195	-0.125987423191667	-0.226225045615752	-0.629495442662174	-0.33734974359715	-0.323097761881895	-0.195892189801684	-0.53700526215545	-0.32883659814981	-0.340315677399668	-0.389547781643235	-0.248699986148305	-0.10832904133256	-0.220078924024291	-0.285784040948308	-0.502017145433627
EIF3B	-0.191797328541503	-0.356006404969643	-0.101785314991565	-0.321353961429309	-0.184723851587887	-0.421473515680064	0.0424889191230418	-0.242187742655839	-0.230715247227677	-0.305305273383881	-0.101179260884004	-0.233431513301254	-0.273984353674774	-0.0784877598991345	0.0349635835542704	-0.610702828092228	-0.48635751735451	-0.126543877822104	-0.461078482377745
EIF3C	-0.447679235234416	-0.586701035055168	-0.649375960036815	-0.969867670387674	-0.952171067143103	-0.506477794631537	-0.806196571982614	-0.343184926489215	-0.664481930055723	-0.805928449934177	-0.463566210166474	-0.727010519465815	-0.910331432678671	-1.03939152957553	-0.44718745635503	-0.668259706824833	-0.585339651446544	-0.310354223363808	-1.0302520507982
EIF3D	0.333324191908043	0.461080949961807	0.288830510988952	0.343424521211712	0.267021123174039	0.585380367048904	0.190596274656962	0.176767363554165	0.584974469684031	0.0984708645640951	0.506612138039578	0.466763198050716	0.172982784434408	0.0507153866277034	-0.0933840216943018	-0.210126336211294	0.40004063174965	0.312298712169733	0.00977357888121064
EIF3E	-0.174781506155102	-1.12623261495935	-0.824518834704375	-1.04086739884162	0.183404131063862	-1.36877387810012	-1.02566652864462	-0.102633551804656	-0.107931381287056	-0.955042495191262	-1.03733083472305	-0.299231851645187	-1.06019393945534	-0.374535700791884	-0.164464334365341	0.779954358144698	0.380647952391546	-0.560707544236559	-0.0013015438847967
EIF3F	0.112406603570631	0.245328888094272	0.0124971439082018	0.00575032205792352	-0.308658511933755	-0.605773050519089	-0.391945741474062	-0.311034118264315	-0.00917616926188169	-0.236032324402104	0.121981163467178	-0.280441510168972	-0.241842446056415	0.120155895454558	-0.114430555574665	-0.617909154360546	0.0552176189481885	-0.164548514173611	-0.135707461538075
EIF3G	-1.04886676878378	-0.989819594924548	-1.12123341556782	0.144296326849307	-1.59962159542406	-0.444841232920913	-1.7036315793692	-1.21844826061808	-0.154577037690811	-0.810866043737247	-0.0815947422658275	-1.53509292649907	-0.727337535192238	-0.486171105817691	-1.06055518044444	-1.23670883085922	-1.1500957399435	-0.621951107453198	-1.10695505467982
EIF3H	0.559943204393527	0.235078530119765	0.167051296072308	0.111077902831832	0.426333101022017	0.170696906175142	0.514922693265008	-0.136084256789011	0.304898334118784	0.143419379451413	0.309808435739031	0.371031651587485	0.299586546952886	0.0583715153501643	0.119517436067206	-0.0142384805828936	0.328397380846306	0.0034764943824102	0.287754652967394
EIF3I	-0.235145297633966	-0.139382511820924	0.0468330171677512	0.0702321314741241	-0.157888622393834	0.0764412944068703	-0.69699445845771	0.160037393365193	-0.180715672583087	-0.268970550874406	0.0335742062014423	0.108531492091634	-0.199830711777501	0.00319523626883367	0.127757821577318	0.491148070750684	0.01653154796769	-0.11550623279731	0.037738391827296
EIF3J	0.371842723231426	-0.453573852498769	-0.588279791740562	0.265353800756314	-0.674887679289426	-0.365088665429428	0.416659411081895	-0.16030451482857	-0.163518640949477	0.409490870738341	-0.432915925301373	-0.586884543120632	-0.22524294222919	-0.163275292300524	0.346959428889132	-0.145391877120818	0.252724839030947	0.0126672013226321	0.166085637931553
EIF3K	0.0838717237660578	-0.447229855956724	-0.353471153949742	-1.022805870317	-0.0277581866156919	-0.566042746263786	0.458154952642791	-0.0189177863969916	-1.5820689758084	-0.541733669456512	-0.0270222043638161	-0.232911717835353	-0.581024759860601	-1.29286083758356	-0.384306186705019	-0.793893251283745	0.0855754960032627	-0.347414712475013	0.135478342331684
EIF3L	-0.412545441671827	-0.150102389996677	-0.658474768344053	-0.902735727906913	-0.538586348659986	-0.80598522831779	-0.801232237522735	-0.595609254381051	-0.0590929064329398	-1.04356135390088	-0.276047299883401	-1.16471263600839	-0.474964682729537	-0.636642875709421	-0.466038359445431	-1.05250948290027	-1.02108615783486	-0.222041703370379	-1.39673558610763
EIF3M	-0.076046483621021	-0.713592925069393	-1.37649375291405	-1.24969097894472	-0.729728886104598	-1.9321743076188	-0.606166603640568	-0.547136368105714	-1.83616132726623	-0.784021322156682	-0.469718912074991	-2.38802668897403	-1.34594111722121	-1.51134103959125	-1.40309225656484	-0.812161449760953	-0.944861595151216	-0.77457639259937	-1.61401728947402
